"article_name","year","yrwk_start","yrwk_end","month","week","sales","category_1","category_2","promo_01","promo_02","promo_03","promo_04","promo_05"
"1","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-01-04","2016-01-10",1,1,4824,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"2","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-01-11","2016-01-17",1,2,4451,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"3","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-01-18","2016-01-24",1,3,4516,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"4","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-01-25","2016-01-31",1,4,4376,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"5","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-02-01","2016-02-07",2,5,4075,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"6","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-02-08","2016-02-14",2,6,4483,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"7","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-02-15","2016-02-21",2,7,4341,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"8","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-02-22","2016-02-28",2,8,4795,"JOGHURT GESUNDHEIT","UEBRIGE",1,0,0,0,0
"9","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-02-29","2016-03-06",3,9,4703,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"10","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-03-07","2016-03-13",3,10,4488,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"11","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-03-14","2016-03-20",3,11,4567,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"12","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-03-21","2016-03-27",3,12,4520,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"13","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-03-28","2016-04-03",3,13,4529,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,1,0,0
"14","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-04-04","2016-04-10",4,14,4902,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"15","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-04-11","2016-04-17",4,15,4749,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"16","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-04-18","2016-04-24",4,16,4681,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"17","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-04-25","2016-05-01",4,17,4617,"JOGHURT GESUNDHEIT","UEBRIGE",1,0,1,0,0
"18","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-05-02","2016-05-08",5,18,4429,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
"19","AHA JOGHURT LAKTOSEF CLAS",2016,"2016-05-09","2016-05-15",5,19,5283,"JOGHURT GESUNDHEIT","UEBRIGE",0,0,0,0,0
